n_tokens,n_chars,n_lines,valid_chunk
296,1002,24,True
268,909,22,True
243,941,29,True
222,845,27,True
260,996,30,True
254,929,28,True
320,1009,25,True
221,827,24,True
280,976,21,True
284,1011,22,True
268,945,20,True
14,82,2,False
324,1000,27,True
320,985,26,True
311,996,26,True
304,1014,25,True
297,975,24,True
308,989,26,True
296,975,25,True
300,993,25,True
295,970,25,True
298,990,25,True
309,1010,25,True
275,925,22,True
125,481,15,False
289,1002,23,True
282,986,22,True
278,981,21,True
279,986,21,True
282,987,22,True
276,975,22,True
255,940,20,True
206,772,20,True
269,1005,24,True
264,985,22,True
266,1010,21,True
231,879,18,True
143,542,14,True
298,997,25,True
286,996,24,True
276,993,24,True
270,989,24,True
285,1022,25,True
283,1009,24,True
281,1006,24,True
274,1002,24,True
293,1008,25,True
161,527,15,True
291,997,23,True
295,1000,23,True
299,999,23,True
301,980,23,True
294,986,23,True
304,1015,24,True
305,1012,24,True
289,991,23,True
280,969,23,True
286,999,21,True
292,1008,22,True
301,1006,23,True
299,983,23,True
302,985,23,True
299,974,23,True
309,1012,24,True
293,984,24,True
297,973,24,True
292,1015,24,True
292,978,23,True
285,979,22,True
301,1020,23,True
289,987,22,True
293,1011,23,True
301,1012,22,True
301,1011,22,True
300,998,21,True
286,986,20,True
290,988,20,True
275,955,19,True
268,1004,25,True
266,999,25,True
200,709,20,True
279,981,25,True
285,1017,24,True
293,1017,24,True
282,988,23,True
303,1007,24,True
294,1004,23,True
294,981,22,True
288,982,22,True
262,919,20,True
31,144,5,False
269,1010,22,True
271,1013,24,True
277,1018,25,True
290,1012,26,True
292,981,26,True
284,957,25,True
85,348,12,False
312,982,27,True
279,888,25,True
106,411,12,False
265,963,24,True
42,183,6,False
274,957,25,True
135,533,16,True
258,976,25,True
179,692,19,True
274,994,23,True
221,800,24,True
287,993,27,True
287,1003,30,True
219,778,20,True
300,1017,23,True
285,971,22,True
293,1006,23,True
286,1011,22,True
259,926,20,True
36,141,5,False
286,1002,25,True
277,993,25,True
281,1020,25,True
280,1004,25,True
301,1022,25,True
302,1004,24,True
291,967,23,True
261,947,27,True
269,978,29,True
255,963,26,True
308,1014,22,True
272,889,20,True
282,1005,21,True
238,867,25,True
311,977,23,True
292,941,22,True
2,13,1,False
280,977,24,True
289,999,23,True
287,975,22,True
296,1017,23,True
294,990,22,True
292,982,21,True
288,983,20,True
5,13,1,False
300,1007,23,True
301,1008,23,True
302,1002,23,True
312,1019,24,True
300,987,23,True
298,1019,24,True
297,1008,24,True
286,976,23,True
293,1009,24,True
279,990,23,True
273,983,22,True
280,1008,23,True
265,983,22,True
269,955,22,True
167,587,17,True
270,957,24,True
203,769,19,True
276,1019,25,True
165,635,19,True
306,1016,24,True
301,1011,24,True
287,990,23,True
292,995,23,True
283,987,22,True
286,993,22,True
290,1011,22,True
279,979,22,True
286,1001,23,True
274,999,23,True
274,1004,23,True
279,1013,24,True
277,984,24,True
286,987,23,True
283,968,23,True
294,998,23,True
291,986,22,True
299,1002,24,True
298,980,24,True
308,1007,24,True
302,997,23,True
288,977,23,True
289,983,23,True
300,996,23,True
305,987,23,True
305,1017,22,True
266,930,19,True
115,444,13,False
299,1015,24,True
289,1005,24,True
285,999,25,True
279,978,25,True
278,1002,25,True
288,1010,26,True
286,1009,25,True
282,1001,25,True
271,973,24,True
278,1006,24,True
9,17,1,False
275,962,22,True
278,998,22,True
274,999,23,True
280,1013,23,True
270,1012,22,True
159,612,17,True
291,1017,24,True
289,1009,24,True
284,1018,24,True
259,924,22,True
42,193,4,False
289,1009,23,True
301,1008,23,True
284,975,23,True
291,991,23,True
292,1001,23,True
273,904,21,True
2,15,1,False
279,1012,24,True
263,984,23,True
260,975,22,True
270,980,22,True
278,977,22,True
285,989,22,True
287,1017,23,True
288,1012,23,True
288,998,22,True
294,990,22,True
286,990,22,True
296,1010,23,True
295,1004,23,True
283,970,23,True
286,981,22,True
20,98,2,False
274,980,24,True
266,975,24,True
267,990,23,True
265,995,22,True
291,1021,22,True
274,972,21,True
290,1017,22,True
291,1015,22,True
291,1001,22,True
286,983,22,True
295,993,22,True
296,997,23,True
301,1018,23,True
289,999,23,True
292,1001,22,True
296,987,22,True
296,1002,22,True
290,1002,22,True
288,1001,22,True
280,981,22,True
296,1002,22,True
286,982,21,True
288,1001,21,True
288,1020,22,True
268,989,21,True
271,1005,21,True
268,1001,22,True
252,952,21,True
5,18,1,False
265,966,23,True
283,983,23,True
288,985,23,True
302,1002,24,True
319,1016,24,True
300,948,23,True
254,937,26,True
