n_uni_tokens,n_bpe_tokens,n_chars,n_lines,valid_uni_chunk,valid_bpe_chunk
73,74,312,5,False,False
90,97,357,6,False,False
93,100,305,7,False,False
103,111,348,8,False,False
88,94,315,6,False,False
80,83,304,7,False,False
93,94,312,7,False,False
98,95,306,8,False,False
93,94,322,9,False,False
86,90,319,7,False,False
94,97,308,7,False,False
106,104,321,8,False,False
120,126,443,11,False,False
75,84,335,8,False,False
95,95,344,8,False,False
89,89,305,7,False,False
89,91,313,7,False,False
81,82,303,7,False,False
99,99,336,7,False,False
97,97,334,7,False,False
98,99,328,8,False,False
96,90,340,7,False,False
86,87,301,7,False,False
175,91,499,8,True,False
83,85,301,6,False,False
79,86,329,6,False,False
79,76,301,7,False,False
88,92,322,7,False,False
96,99,330,8,False,False
85,88,305,7,False,False
99,98,304,7,False,False
97,94,339,7,False,False
100,100,348,8,False,False
91,92,316,9,False,False
79,81,306,7,False,False
89,88,304,7,False,False
90,88,317,7,False,False
90,93,317,8,False,False
83,87,306,8,False,False
85,86,336,8,False,False
97,102,328,8,False,False
128,128,430,10,True,True
402,424,1360,33,True,True
106,107,381,9,False,False
88,88,301,9,False,False
86,87,339,7,False,False
95,94,315,7,False,False
92,93,339,8,False,False
106,105,345,7,False,False
96,99,338,8,False,False
98,97,347,7,False,False
89,93,307,7,False,False
86,89,325,9,False,False
88,88,323,8,False,False
94,94,344,7,False,False
93,91,315,7,False,False
79,82,306,7,False,False
79,81,312,7,False,False
88,93,338,7,False,False
79,79,307,7,False,False
99,94,339,8,False,False
98,102,347,9,False,False
91,91,322,8,False,False
169,174,601,17,True,True
170,173,606,14,True,True
80,78,305,8,False,False
95,95,333,7,False,False
90,89,313,9,False,False
100,99,346,7,False,False
102,104,337,8,False,False
94,94,321,9,False,False
94,95,311,7,False,False
96,97,321,7,False,False
86,89,327,8,False,False
93,94,313,8,False,False
89,90,306,9,False,False
98,95,337,9,False,False
87,91,337,8,False,False
92,94,335,7,False,False
83,87,324,7,False,False
103,106,361,8,False,False
103,100,348,9,False,False
89,87,317,8,False,False
83,86,315,7,False,False
84,84,308,7,False,False
82,76,308,7,False,False
94,96,308,8,False,False
85,83,307,8,False,False
88,96,311,8,False,False
99,100,335,8,False,False
101,101,325,7,False,False
98,99,342,7,False,False
131,136,438,11,True,True
83,90,313,8,False,False
84,86,310,7,False,False
82,83,318,7,False,False
91,88,332,7,False,False
93,92,353,7,False,False
91,93,321,8,False,False
97,93,330,7,False,False
80,80,311,6,False,False
91,91,325,7,False,False
83,89,304,7,False,False
97,101,344,8,False,False
88,88,302,6,False,False
96,98,335,7,False,False
98,92,329,9,False,False
98,99,319,10,False,False
82,79,304,7,False,False
98,97,331,7,False,False
106,105,341,8,False,False
94,97,317,8,False,False
83,85,319,7,False,False
106,106,349,9,False,False
105,105,330,8,False,False
86,90,334,8,False,False
88,87,308,7,False,False
291,304,1030,25,True,True
99,103,387,9,False,False
88,86,317,8,False,False
83,89,330,8,False,False
95,98,341,8,False,False
100,101,334,8,False,False
85,86,310,6,False,False
80,85,305,7,False,False
84,86,301,7,False,False
92,92,352,8,False,False
90,86,306,7,False,False
80,81,305,7,False,False
92,96,337,8,False,False
90,88,314,7,False,False
83,86,328,7,False,False
95,99,343,8,False,False
82,82,314,6,False,False
112,110,347,8,False,False
99,97,341,7,False,False
247,252,933,22,True,True
166,171,655,14,True,True
84,87,349,7,False,False
101,100,332,7,False,False
88,86,363,7,False,False
78,78,315,6,False,False
79,89,336,5,False,False
78,82,304,6,False,False
309,307,1113,23,True,True
78,77,330,6,False,False
330,336,1193,24,True,True
72,76,304,6,False,False
78,84,310,6,False,False
91,92,317,6,False,False
89,93,323,5,False,False
75,82,318,5,False,False
91,90,334,5,False,False
450,453,1668,40,True,True
89,89,319,10,False,False
90,87,311,8,False,False
85,86,304,7,False,False
92,94,325,7,False,False
94,90,328,7,False,False
108,110,340,7,False,False
99,106,334,7,False,False
90,96,316,7,False,False
100,96,363,7,False,False
86,88,314,7,False,False
107,98,347,9,False,False
88,94,320,9,False,False
88,93,317,9,False,False
95,88,353,7,False,False
74,73,313,7,False,False
104,114,449,9,False,False
81,83,329,6,False,False
82,85,338,5,False,False
84,91,366,6,False,False
82,85,336,6,False,False
79,80,301,5,False,False
173,173,628,14,True,True
80,83,317,8,False,False
90,87,308,7,False,False
87,85,306,7,False,False
87,86,305,8,False,False
95,97,340,8,False,False
91,92,339,8,False,False
88,89,323,9,False,False
92,97,336,8,False,False
100,103,302,6,False,False
76,84,309,6,False,False
86,84,309,8,False,False
94,97,332,8,False,False
85,90,314,7,False,False
97,99,335,8,False,False
93,94,322,8,False,False
88,89,309,8,False,False
84,83,345,7,False,False
86,88,334,6,False,False
86,85,309,6,False,False
103,109,346,6,False,False
99,103,344,7,False,False
110,110,368,7,False,False
89,90,328,7,False,False
104,103,337,6,False,False
95,96,328,5,False,False
91,100,327,8,False,False
72,81,314,5,False,False
86,90,316,5,False,False
88,97,324,5,False,False
76,82,302,5,False,False
84,88,330,5,False,False
91,92,324,5,False,False
84,89,316,5,False,False
94,99,330,5,False,False
85,92,338,5,False,False
90,94,309,6,False,False
91,88,333,5,False,False
87,93,331,6,False,False
101,105,331,6,False,False
101,105,329,7,False,False
93,97,347,8,False,False
175,91,499,8,True,False
494,488,1668,36,True,True
85,85,305,8,False,False
93,94,322,8,False,False
99,98,328,8,False,False
96,97,316,8,False,False
95,99,339,8,False,False
84,87,341,8,False,False
89,91,320,6,False,False
105,98,345,8,False,False
93,96,313,6,False,False
408,407,1439,34,True,True
153,157,550,11,True,True
96,94,374,6,False,False
203,208,699,17,True,True
84,85,365,8,False,False
110,110,385,8,False,False
77,82,332,8,False,False
83,84,318,7,False,False
93,93,355,7,False,False
88,87,317,7,False,False
81,84,304,8,False,False
87,89,326,7,False,False
99,97,328,8,False,False
101,103,344,8,False,False
85,87,316,8,False,False
104,106,340,8,False,False
87,87,304,8,False,False
173,179,632,15,True,True
116,123,452,9,False,False
77,81,319,9,False,False
370,377,1398,30,True,True
81,83,317,8,False,False
209,205,708,16,True,True
143,131,490,10,True,True
79,74,305,6,False,False
195,199,658,13,True,True
97,97,365,7,False,False
166,166,568,11,True,True
211,211,713,16,True,True
77,80,368,7,False,False
93,98,333,8,False,False
92,98,358,7,False,False
87,90,315,6,False,False
96,97,340,6,False,False
99,98,328,6,False,False
99,100,338,7,False,False
99,101,303,7,False,False
93,102,333,5,False,False
100,106,359,7,False,False
295,306,1080,22,True,True
342,357,1319,20,True,True
76,90,315,7,False,False
85,84,340,10,False,False
93,95,333,8,False,False
83,85,313,7,False,False
86,85,308,8,False,False
94,100,328,7,False,False
81,80,307,7,False,False
83,80,316,8,False,False
85,85,304,8,False,False
85,85,305,7,False,False
85,89,305,8,False,False
90,91,303,7,False,False
81,82,302,6,False,False
95,96,316,7,False,False
90,93,302,8,False,False
90,89,322,8,False,False
107,108,389,9,False,False
97,96,326,7,False,False
110,109,358,8,False,False
87,86,319,7,False,False
96,99,347,7,False,False
94,96,340,7,False,False
99,99,324,7,False,False
89,91,347,7,False,False
90,91,352,7,False,False
96,100,344,7,False,False
92,88,322,7,False,False
84,86,318,7,False,False
102,106,347,7,False,False
87,84,311,6,False,False
92,86,310,7,False,False
97,98,341,7,False,False
99,92,319,7,False,False
108,103,355,8,False,False
97,95,318,8,False,False
93,99,339,7,False,False
92,90,343,7,False,False
107,104,331,6,False,False
89,93,325,8,False,False
95,101,338,5,False,False
88,94,328,7,False,False
87,92,355,7,False,False
87,87,332,6,False,False
96,97,342,6,False,False
104,106,359,7,False,False
91,90,324,5,False,False
86,85,323,6,False,False
84,82,305,6,False,False
83,90,338,5,False,False
101,99,302,7,False,False
94,91,323,6,False,False
175,91,499,8,True,False
105,110,377,11,False,False
105,113,340,13,False,False
77,82,306,11,False,False
97,95,321,6,False,False
87,85,303,6,False,False
90,84,326,5,False,False
90,89,309,7,False,False
90,90,310,7,False,False
87,93,328,7,False,False
99,95,309,7,False,False
96,93,309,6,False,False
98,92,337,7,False,False
88,86,320,6,False,False
86,98,318,7,False,False
81,90,302,7,False,False
105,111,330,8,False,False
100,104,354,7,False,False
102,97,339,7,False,False
86,95,307,7,False,False
89,94,316,7,False,False
96,96,308,7,False,False
92,97,314,7,False,False
95,93,341,7,False,False
99,104,337,7,False,False
94,105,335,8,False,False
104,113,349,6,False,False
101,103,322,7,False,False
88,88,323,7,False,False
102,102,352,7,False,False
82,85,301,7,False,False
96,101,312,7,False,False
101,102,306,7,False,False
98,101,346,8,False,False
93,95,320,7,False,False
99,101,331,7,False,False
108,105,361,7,False,False
92,89,329,7,False,False
102,101,358,7,False,False
338,323,1086,23,True,True
478,489,1710,38,True,True
99,90,339,8,False,False
90,95,342,8,False,False
76,83,303,7,False,False
98,98,341,8,False,False
86,90,306,7,False,False
84,91,332,7,False,False
98,102,329,7,False,False
88,92,302,7,False,False
95,96,318,7,False,False
98,104,322,8,False,False
91,100,312,8,False,False
81,88,310,7,False,False
83,87,322,7,False,False
103,95,326,6,False,False
320,323,1148,24,True,True
119,121,424,9,False,False
76,84,308,7,False,False
175,91,499,8,True,False
240,239,923,18,True,True
91,88,303,9,False,False
101,107,350,8,False,False
97,106,345,7,False,False
93,88,318,7,False,False
80,85,310,7,False,False
97,100,329,8,False,False
81,85,309,6,False,False
93,90,324,6,False,False
97,98,357,7,False,False
91,90,308,6,False,False
88,94,316,6,False,False
95,97,331,5,False,False
99,91,332,5,False,False
87,88,314,7,False,False
89,86,323,6,False,False
93,102,331,7,False,False
114,120,366,8,False,False
475,472,1613,32,True,True
100,102,324,7,False,False
107,103,332,10,False,False
82,86,309,7,False,False
93,99,353,8,False,False
101,105,339,6,False,False
102,112,326,7,False,False
89,90,307,7,False,False
86,93,308,6,False,False
92,92,330,6,False,False
459,454,1579,28,True,True
145,148,488,11,True,True
140,147,489,14,True,True
96,99,328,7,False,False
93,94,330,6,False,False
102,103,338,7,False,False
106,104,357,6,False,False
101,97,301,6,False,False
86,90,309,7,False,False
399,409,1381,30,True,True
440,443,1451,31,True,True
88,89,316,9,False,False
99,97,346,7,False,False
87,90,318,7,False,False
94,88,337,6,False,False
92,92,326,6,False,False
93,89,319,6,False,False
90,88,324,6,False,False
88,88,319,6,False,False
90,89,334,7,False,False
79,84,302,6,False,False
92,96,317,7,False,False
164,165,563,13,True,True
87,92,322,6,False,False
175,91,499,8,True,False
326,318,1111,24,True,True
93,95,333,10,False,False
93,91,322,7,False,False
106,103,352,7,False,False
108,119,353,7,False,False
112,110,337,6,False,False
102,101,342,7,False,False
103,98,365,9,False,False
98,98,344,7,False,False
101,102,328,7,False,False
85,90,311,6,False,False
93,94,314,6,False,False
88,88,317,6,False,False
98,94,329,7,False,False
97,92,321,9,False,False
95,93,316,7,False,False
111,105,368,8,False,False
85,82,301,5,False,False
98,97,323,7,False,False
100,101,303,7,False,False
98,93,317,7,False,False
83,79,306,6,False,False
87,91,309,7,False,False
92,93,318,7,False,False
95,96,330,7,False,False
102,96,354,9,False,False
99,98,338,7,False,False
92,101,319,7,False,False
87,83,317,7,False,False
91,95,330,8,False,False
84,86,311,7,False,False
96,100,344,6,False,False
95,94,314,6,False,False
89,88,309,6,False,False
90,88,349,5,False,False
85,88,308,5,False,False
329,329,1028,19,True,True
94,97,327,7,False,False
103,102,355,8,False,False
101,98,329,7,False,False
83,86,303,6,False,False
101,107,311,5,False,False
88,99,331,6,False,False
81,91,318,5,False,False
107,103,362,7,False,False
89,90,312,6,False,False
101,100,355,7,False,False
175,91,499,8,True,False
92,93,316,9,False,False
101,102,330,7,False,False
100,101,325,7,False,False
99,94,334,6,False,False
99,100,305,6,False,False
97,95,326,7,False,False
107,103,331,7,False,False
90,92,313,7,False,False
83,81,313,6,False,False
85,88,320,6,False,False
101,97,343,8,False,False
91,100,320,7,False,False
98,100,318,7,False,False
97,98,343,8,False,False
108,105,340,8,False,False
102,99,322,7,False,False
91,99,339,7,False,False
97,99,357,8,False,False
97,88,335,7,False,False
83,81,305,7,False,False
89,95,324,7,False,False
94,96,336,7,False,False
101,97,359,8,False,False
90,83,303,6,False,False
95,93,342,7,False,False
82,79,313,6,False,False
95,94,315,6,False,False
93,97,326,7,False,False
93,91,326,7,False,False
101,102,350,6,False,False
96,95,334,6,False,False
138,142,494,11,True,True
88,86,328,10,False,False
97,102,355,8,False,False
97,96,304,7,False,False
98,99,313,7,False,False
83,87,302,7,False,False
86,89,322,6,False,False
97,96,334,7,False,False
121,108,338,7,False,False
103,99,306,7,False,False
80,82,308,6,False,False
86,88,307,6,False,False
87,90,318,7,False,False
93,94,331,7,False,False
84,83,307,6,False,False
98,103,328,7,False,False
103,107,353,7,False,False
92,92,327,7,False,False
175,91,499,8,True,False
93,88,302,9,False,False
98,103,307,7,False,False
102,100,335,8,False,False
84,79,314,5,False,False
84,87,336,7,False,False
87,86,314,6,False,False
100,95,349,6,False,False
94,91,330,7,False,False
105,107,349,7,False,False
98,96,341,7,False,False
90,90,317,7,False,False
105,100,356,8,False,False
88,83,322,7,False,False
95,92,314,7,False,False
90,91,321,8,False,False
93,95,327,7,False,False
88,85,306,8,False,False
116,114,329,9,False,False
95,94,307,7,False,False
91,92,303,7,False,False
94,97,306,7,False,False
90,92,309,7,False,False
96,92,320,7,False,False
93,96,325,7,False,False
91,94,333,8,False,False
98,101,318,7,False,False
104,109,346,8,False,False
95,97,314,7,False,False
95,98,321,7,False,False
75,81,306,7,False,False
91,98,307,8,False,False
98,100,344,8,False,False
85,83,309,7,False,False
100,103,321,8,False,False
89,94,319,7,False,False
85,87,307,7,False,False
91,107,318,8,False,False
98,98,325,7,False,False
85,97,302,7,False,False
175,91,499,8,True,False
127,135,379,16,False,True
175,91,499,8,True,False
334,359,1221,20,True,True
89,92,325,9,False,False
86,92,317,6,False,False
95,103,348,6,False,False
94,95,327,7,False,False
88,94,329,7,False,False
83,82,301,7,False,False
88,91,336,7,False,False
84,95,332,7,False,False
147,156,586,13,True,True
376,375,1502,33,True,True
98,101,328,6,False,False
89,95,335,5,False,False
107,110,340,5,False,False
92,94,316,6,False,False
101,104,330,5,False,False
101,108,345,5,False,False
88,99,324,7,False,False
97,97,340,5,False,False
107,109,367,8,False,False
97,102,360,6,False,False
426,433,1555,31,True,True
76,81,324,6,False,False
107,104,399,7,False,False
130,133,466,11,True,True
115,99,334,8,False,False
230,217,705,16,True,True
88,97,328,7,False,False
101,109,347,9,False,False
95,102,339,5,False,False
91,94,314,5,False,False
100,107,340,8,False,False
90,95,306,8,False,False
95,99,328,8,False,False
85,89,317,7,False,False
90,95,327,6,False,False
87,97,339,5,False,False
86,89,331,5,False,False
84,86,325,6,False,False
88,89,331,5,False,False
82,83,333,5,False,False
104,103,341,5,False,False
90,88,311,7,False,False
214,229,841,14,True,True
112,119,468,12,False,False
81,84,314,6,False,False
88,98,345,5,False,False
88,94,305,6,False,False
91,96,315,7,False,False
89,89,317,5,False,False
106,102,318,8,False,False
100,104,312,7,False,False
113,127,402,8,False,False
175,91,499,8,True,False
79,85,322,8,False,False
95,94,326,7,False,False
85,85,330,6,False,False
104,108,332,8,False,False
80,82,308,6,False,False
91,92,330,7,False,False
85,88,317,7,False,False
92,95,308,7,False,False
95,97,340,8,False,False
99,98,353,8,False,False
85,84,322,7,False,False
89,93,320,7,False,False
93,95,324,7,False,False
93,91,313,7,False,False
88,88,318,7,False,False
88,88,320,7,False,False
295,300,1222,24,True,True
103,100,370,9,False,False
481,495,1706,36,True,True
88,85,317,8,False,False
151,149,550,14,True,True
111,113,369,8,False,False
82,85,354,9,False,False
86,94,301,5,False,False
98,99,362,6,False,False
82,89,317,5,False,False
83,92,333,6,False,False
93,95,349,6,False,False
94,95,343,6,False,False
85,89,348,6,False,False
93,97,325,5,False,False
110,109,358,7,False,False
92,98,342,5,False,False
88,91,302,6,False,False
86,86,311,5,False,False
95,94,308,8,False,False
109,107,350,8,False,False
86,88,313,6,False,False
111,112,365,6,False,False
92,99,331,5,False,False
98,100,347,7,False,False
86,86,320,7,False,False
86,91,315,6,False,False
102,108,365,7,False,False
84,86,313,6,False,False
99,107,322,7,False,False
78,83,311,5,False,False
89,93,337,5,False,False
84,93,332,6,False,False
332,361,1230,23,True,True
175,91,499,8,True,False
83,92,328,9,False,False
99,103,325,7,False,False
100,102,354,7,False,False
96,95,326,7,False,False
87,87,305,6,False,False
88,90,302,6,False,False
81,85,314,7,False,False
89,93,310,7,False,False
92,99,309,8,False,False
93,97,318,6,False,False
99,97,304,7,False,False
86,87,310,5,False,False
91,89,301,6,False,False
94,94,345,7,False,False
83,84,303,6,False,False
96,99,320,7,False,False
94,94,320,7,False,False
95,97,340,9,False,False
94,94,329,7,False,False
85,87,305,6,False,False
94,96,341,7,False,False
174,177,656,15,True,True
83,92,331,9,False,False
104,103,351,6,False,False
91,91,327,6,False,False
93,95,303,6,False,False
96,99,321,7,False,False
91,97,336,6,False,False
90,96,341,7,False,False
78,86,327,8,False,False
89,92,342,10,False,False
103,103,361,6,False,False
79,85,305,5,False,False
103,104,324,6,False,False
103,108,366,6,False,False
81,89,335,6,False,False
100,100,343,5,False,False
95,101,340,6,False,False
102,102,323,5,False,False
100,105,352,7,False,False
99,105,356,7,False,False
95,103,351,6,False,False
97,104,326,6,False,False
85,97,350,8,False,False
105,105,356,6,False,False
100,105,357,6,False,False
84,90,342,5,False,False
84,90,302,5,False,False
92,95,342,6,False,False
80,86,304,5,False,False
80,80,310,5,False,False
93,100,342,5,False,False
95,95,331,6,False,False
88,90,303,6,False,False
93,92,310,5,False,False
77,85,314,6,False,False
91,92,345,5,False,False
84,89,318,6,False,False
85,85,330,6,False,False
77,80,313,6,False,False
92,96,332,6,False,False
94,99,336,7,False,False
93,95,331,7,False,False
92,94,361,7,False,False
99,100,333,7,False,False
90,92,331,6,False,False
87,90,307,6,False,False
97,101,340,9,False,False
102,101,339,7,False,False
90,97,319,7,False,False
94,95,312,7,False,False
108,113,363,7,False,False
107,110,364,6,False,False
105,105,351,8,False,False
85,87,307,6,False,False
96,96,339,6,False,False
95,92,324,5,False,False
94,96,334,7,False,False
106,106,335,8,False,False
79,83,311,5,False,False
88,91,355,6,False,False
87,90,310,6,False,False
73,75,308,6,False,False
80,80,316,8,False,False
74,75,340,8,False,False
80,82,322,8,False,False
425,434,1682,37,True,True
79,83,322,7,False,False
102,105,339,5,False,False
104,110,355,6,False,False
102,102,315,6,False,False
88,91,317,6,False,False
90,95,318,6,False,False
75,82,304,5,False,False
93,96,340,6,False,False
91,94,334,8,False,False
93,95,359,6,False,False
94,95,332,5,False,False
135,140,513,10,True,True
229,233,876,18,True,True
85,93,338,8,False,False
141,139,503,10,True,True
109,113,450,11,False,False
94,94,339,8,False,False
85,89,334,10,False,False
103,105,350,7,False,False
97,98,331,7,False,False
92,92,336,7,False,False
95,92,319,7,False,False
80,82,308,8,False,False
97,97,319,7,False,False
96,97,342,7,False,False
92,96,322,7,False,False
88,86,327,7,False,False
86,89,328,6,False,False
96,96,332,7,False,False
93,96,330,7,False,False
97,96,339,7,False,False
80,82,302,7,False,False
84,87,320,7,False,False
86,89,311,6,False,False
95,91,312,7,False,False
89,91,326,7,False,False
92,98,333,8,False,False
91,90,311,7,False,False
93,93,326,7,False,False
112,106,338,7,False,False
96,96,302,7,False,False
101,103,346,7,False,False
249,261,932,14,True,True
81,90,314,8,False,False
92,95,316,6,False,False
84,79,314,10,False,False
84,83,357,11,False,False
364,375,1247,23,True,True
70,73,342,9,False,False
86,96,325,9,False,False
95,101,330,7,False,False
81,84,310,6,False,False
94,93,319,7,False,False
91,94,347,8,False,False
98,102,323,8,False,False
99,99,356,8,False,False
96,95,340,6,False,False
91,93,317,5,False,False
85,88,306,7,False,False
81,84,302,7,False,False
89,91,322,7,False,False
206,219,765,13,True,True
99,105,344,7,False,False
85,89,328,8,False,False
84,90,317,7,False,False
86,87,333,7,False,False
83,84,307,7,False,False
90,91,318,7,False,False
94,95,324,7,False,False
100,99,338,7,False,False
91,88,317,7,False,False
91,91,318,8,False,False
85,88,330,7,False,False
84,87,305,7,False,False
276,272,1019,21,True,True
85,90,303,10,False,False
92,99,335,7,False,False
90,92,326,7,False,False
108,103,351,7,False,False
101,99,342,8,False,False
92,97,346,7,False,False
97,93,336,8,False,False
89,91,322,7,False,False
84,87,307,7,False,False
89,90,322,7,False,False
82,84,307,7,False,False
175,91,499,8,True,False
92,93,341,7,False,False
89,95,312,7,False,False
99,102,343,7,False,False
97,100,335,8,False,False
92,97,327,7,False,False
90,93,333,7,False,False
99,100,342,8,False,False
74,74,305,6,False,False
100,99,339,7,False,False
102,103,339,7,False,False
90,89,321,7,False,False
96,98,348,7,False,False
84,90,341,8,False,False
88,90,337,8,False,False
91,91,334,8,False,False
436,448,1555,29,True,True
373,378,1474,30,True,True
85,87,351,10,False,False
83,84,322,7,False,False
94,95,332,7,False,False
90,89,333,7,False,False
93,99,351,8,False,False
78,80,310,6,False,False
88,90,336,7,False,False
91,88,312,7,False,False
78,81,319,6,False,False
87,92,341,6,False,False
88,88,309,7,False,False
92,95,338,5,False,False
80,85,335,6,False,False
77,82,331,5,False,False
85,85,315,5,False,False
89,91,330,6,False,False
93,93,328,7,False,False
80,87,337,6,False,False
88,90,324,6,False,False
81,84,311,7,False,False
102,104,365,6,False,False
94,99,356,6,False,False
86,91,312,6,False,False
95,97,314,7,False,False
86,87,309,6,False,False
93,96,361,6,False,False
90,95,323,6,False,False
100,101,337,6,False,False
80,78,302,5,False,False
87,92,335,6,False,False
92,91,345,6,False,False
81,85,324,7,False,False
77,82,301,6,False,False
93,93,365,6,False,False
90,90,335,6,False,False
87,89,315,6,False,False
95,96,364,6,False,False
175,91,499,8,True,False
87,90,326,7,False,False
83,87,323,5,False,False
98,103,347,6,False,False
85,87,322,5,False,False
82,89,329,5,False,False
80,90,328,5,False,False
79,83,329,5,False,False
87,91,342,5,False,False
89,93,331,5,False,False
79,84,314,5,False,False
81,84,318,5,False,False
81,86,347,6,False,False
147,145,497,11,True,True
81,87,336,7,False,False
104,104,358,6,False,False
87,93,345,6,False,False
89,98,315,6,False,False
83,85,320,5,False,False
77,79,304,5,False,False
83,81,308,5,False,False
95,97,339,6,False,False
91,90,331,6,False,False
350,364,1315,20,True,True
175,91,499,8,True,False
107,115,381,12,False,False
196,198,588,17,True,True
464,469,1653,40,True,True
93,97,351,10,False,False
169,164,569,11,True,True
82,85,301,7,False,False
85,85,314,6,False,False
97,95,339,9,False,False
94,93,340,7,False,False
96,96,338,7,False,False
91,92,333,7,False,False
104,105,336,7,False,False
93,97,356,6,False,False
103,102,363,7,False,False
88,87,320,8,False,False
88,89,343,5,False,False
83,83,301,5,False,False
113,116,417,10,False,False
114,116,407,9,False,False
453,470,1589,38,True,True
74,80,340,8,False,False
85,89,323,8,False,False
84,86,332,7,False,False
102,103,354,7,False,False
81,83,305,7,False,False
101,100,332,7,False,False
84,89,302,7,False,False
99,102,332,7,False,False
89,87,310,7,False,False
94,100,337,8,False,False
101,102,338,7,False,False
94,94,341,7,False,False
82,89,331,8,False,False
93,93,330,9,False,False
88,87,312,6,False,False
90,90,317,7,False,False
99,98,341,8,False,False
92,90,316,7,False,False
88,96,307,7,False,False
90,92,321,7,False,False
81,82,310,7,False,False
80,82,317,7,False,False
92,100,331,8,False,False
432,461,1510,35,True,True
380,404,1355,32,True,True
80,90,365,8,False,False
102,106,368,8,False,False
413,425,1493,33,True,True
80,86,316,8,False,False
85,90,326,7,False,False
96,102,347,8,False,False
93,97,331,10,False,False
88,90,309,7,False,False
80,82,305,7,False,False
104,105,333,8,False,False
96,107,352,8,False,False
76,84,310,7,False,False
92,92,301,6,False,False
98,101,331,7,False,False
87,87,309,7,False,False
103,106,345,9,False,False
101,96,306,7,False,False
84,91,323,7,False,False
84,87,313,8,False,False
94,97,326,8,False,False
84,90,317,6,False,False
89,90,305,7,False,False
99,103,325,8,False,False
82,84,309,7,False,False
134,138,455,11,True,True
88,89,334,8,False,False
174,170,634,14,True,True
266,271,941,22,True,True
153,152,520,13,True,True
71,75,312,7,False,False
91,94,346,7,False,False
86,91,311,7,False,False
86,86,328,8,False,False
105,103,353,8,False,False
94,98,310,7,False,False
100,100,326,8,False,False
94,89,326,7,False,False
496,503,1685,38,True,True
87,91,336,8,False,False
331,328,1060,25,True,True
162,162,586,13,True,True
282,299,1009,21,True,True
315,317,1057,24,True,True
79,79,314,9,False,False
144,149,543,11,True,True
91,93,350,8,False,False
129,128,453,10,True,True
526,546,1796,44,True,True
79,77,327,9,False,False
420,434,1472,32,True,True
166,167,548,11,True,True
73,68,308,9,False,False
104,106,376,9,False,False
124,123,396,11,False,False
68,72,304,6,False,False
265,269,965,21,True,True
163,164,626,15,True,True
82,87,310,7,False,False
83,79,360,10,False,False
272,289,959,25,True,True
233,237,843,18,True,True
92,95,341,8,False,False
265,270,821,21,True,True
62,63,311,8,False,False
75,78,303,8,False,False
460,454,1655,38,True,True
66,64,303,7,False,False
82,84,304,6,False,False
105,103,313,8,False,False
100,107,366,8,False,False
94,95,327,8,False,False
85,86,315,8,False,False
153,155,515,13,True,True
92,94,365,10,False,False
216,221,807,18,True,True
76,72,309,7,False,False
91,93,323,6,False,False
92,94,302,6,False,False
90,91,315,7,False,False
94,98,301,7,False,False
91,92,340,7,False,False
102,101,332,8,False,False
91,92,321,8,False,False
110,105,339,8,False,False
99,98,333,7,False,False
82,84,338,7,False,False
94,102,336,10,False,False
87,86,304,7,False,False
92,96,313,7,False,False
99,100,323,8,False,False
93,98,320,7,False,False
90,90,312,7,False,False
145,146,457,11,True,True
80,82,314,8,False,False
96,96,330,8,False,False
95,95,316,8,False,False
79,80,304,7,False,False
83,87,316,7,False,False
94,104,324,9,False,False
89,91,308,7,False,False
131,128,487,10,True,True
354,382,1326,31,True,True
166,173,618,14,True,True
93,102,374,10,False,False
454,485,1614,36,True,True
82,92,330,8,False,False
91,97,347,8,False,False
91,91,317,8,False,False
100,96,308,8,False,False
93,93,321,8,False,False
96,94,327,8,False,False
100,101,323,8,False,False
116,121,337,10,False,False
343,347,1187,25,True,True
83,88,339,9,False,False
183,186,673,16,True,True
319,324,1013,25,True,True
82,81,310,7,False,False
139,132,512,11,True,True
96,100,394,10,False,False
75,69,309,7,False,False
306,322,1039,25,True,True
94,99,331,8,False,False
531,527,1768,42,True,True
290,296,994,23,True,True
59,56,304,8,False,False
98,98,346,8,False,False
92,93,325,8,False,False
81,83,318,7,False,False
98,102,309,8,False,False
114,115,321,7,False,False
98,99,315,9,False,False
97,101,345,8,False,False
94,95,345,7,False,False
91,92,313,6,False,False
83,87,302,7,False,False
98,103,334,8,False,False
90,91,306,7,False,False
114,120,335,9,False,False
99,102,343,8,False,False
100,102,333,7,False,False
328,333,1182,24,True,True
78,74,338,9,False,False
86,87,334,7,False,False
84,88,314,7,False,False
87,87,304,7,False,False
82,81,304,7,False,False
95,98,332,8,False,False
85,83,330,8,False,False
80,81,307,6,False,False
95,93,347,8,False,False
102,101,357,8,False,False
99,99,331,10,False,False
90,90,314,9,False,False
103,102,323,6,False,False
92,88,330,9,False,False
96,99,336,10,False,False
82,89,350,8,False,False
100,101,326,9,False,False
78,85,310,7,False,False
101,103,357,8,False,False
94,99,312,7,False,False
80,81,322,7,False,False
94,93,314,9,False,False
87,92,328,7,False,False
350,351,1212,25,True,True
81,84,358,7,False,False
103,106,315,7,False,False
91,90,340,8,False,False
94,93,327,7,False,False
88,93,307,7,False,False
100,99,301,7,False,False
331,336,1169,26,True,True
81,80,303,7,False,False
92,92,340,6,False,False
82,82,303,7,False,False
94,98,312,8,False,False
103,104,327,9,False,False
92,95,319,7,False,False
98,103,319,8,False,False
81,82,302,6,False,False
99,99,331,8,False,False
96,95,316,8,False,False
